title,url,postDate,hood,description,compensation
Level up your Software Engineering Career in Tech,https://sfbay.craigslist.org/pen/sof/d/san-francisco-level-up-your-software/7491951763.html,2022-06-03 14:11, (daly city),"
        
            
            
        
Are you working in Software Engineering, and want to make more money?
Have you been looking for software engineering jobs, but not making much progress?

Join Pathrise and level up your software engineering job search for a high-paying career in tech today!

About Pathrise

Pathrise helps jobseekers get hired at top tech companies like Apple, Facebook, Google, Salesforce, and more.

We've been featured in TechCrunch, VentureBeat, and The Atlantic, and we've even been called the ""Y Combinator for your career.""

In the past 3 years, we've helped more than 1000 people land amazing jobs at some of the best and highest-paying companies in America.

About the Fellowship

Pathrise fellows receive weekly 1-on-1 mentorship from Director and VP-level Software Engineer leaders at companies like Google, IBM, and Linkedin.
You'll learn strategies to get the attention of any company, dial in your resume, ace your interviews, and more. We can even refer you directly to companies in our network.

By the end of the program, you'll have the skills and confidence to find a great job in software engineering that pays you what you're worth.

Qualifications

We're selective, and only work with motivated candidates who are serious about leveling up their careers.

But if you're interested in software engineering jobs within the tech industry, there's no better program to help you find a well-compensated job at a great company.

To apply for the Pathrise program, go here:
https://www.pathrise.com/?utm_source=craigslist&utm_campaign=sf_swe&utm_medium=job_board
    ","80,000-160,000"
Level up your Software Engineering Career in Tech,https://sfbay.craigslist.org/sfc/sof/d/san-francisco-level-up-your-software/7491947199.html,2022-06-03 14:02, (city of san francisco),"
        
            
            
        
Are you working in Software Engineering, and want to make more money?
Have you been looking for software engineering jobs, but not making much progress?

Join Pathrise and level up your software engineering job search for a high-paying career in tech today!

About Pathrise

Pathrise helps jobseekers get hired at top tech companies like Apple, Facebook, Google, Salesforce, and more.

We've been featured in TechCrunch, VentureBeat, and The Atlantic, and we've even been called the ""Y Combinator for your career.""

In the past 3 years, we've helped more than 1000 people land amazing jobs at some of the best and highest-paying companies in America.

About the Fellowship

Pathrise fellows receive weekly 1-on-1 mentorship from Director and VP-level Software Engineer leaders at companies like Google, IBM, and Linkedin.
You'll learn strategies to get the attention of any company, dial in your resume, ace your interviews, and more. We can even refer you directly to companies in our network.

By the end of the program, you'll have the skills and confidence to find a great job in software engineering that pays you what you're worth.

Qualifications

We're selective, and only work with motivated candidates who are serious about leveling up their careers.

But if you're interested in software engineering jobs within the tech industry, there's no better program to help you find a well-compensated job at a great company.

To apply for the Pathrise program, go here:
https://www.pathrise.com/?utm_source=craigslist&utm_campaign=sf_swe&utm_medium=job_board
    ","80,000-160,000"
Senior Solution Engineer - REMOTE or Bay Area,https://sfbay.craigslist.org/eby/sof/d/alameda-senior-solution-engineer-remote/7491843039.html,2022-06-03 10:41, (alameda),"
        
            
            
        
Senior Solution Engineer

Employment Status: Full-Time

Job Location: Alameda CA. Working remotely is an option with some travel.

APPLY HERE - https://recruiting2.ultipro.com/TEL1006/JobBoard/2fcbb6f4-e717-17cb-9327-3dd87a55b08d/OpportunityDetail?opportunityId=57295fa5-8bcf-46e2-9b1b-f73360dd5c12

Who you'll work with?
Telecare is a rapidly growing mental health care company dedicated to making a difference for our clients, the community, and our employees. We offer an array of mental health services to adults with serious mental illnesses. We specialize in innovative, outcomes-driven services for high-risk individuals with complex needs. To learn more about Telecare, visit us at https://www.telecarecorp.com/at-a-glance

You will be an integral part of Telecare's Special Projects team. We are a fun, hardworking collaborative team that believes in modern development practices and team collaboration. We have a passion for building strategies, solutions, and creative products to help solve complex and interesting business problems and make a direct difference in how our doctors, clinicians, and staff provide care and support to thousands of patients daily.

What you'll do:
Design & build business solutions, applications & tools using web technologies, APIs, integrations, and automation.
Leverage your skills across the full stack of web technology, frontend, API, backend.
Identify areas of technical debt and influence roadmap plans with smart solutions.
Contribute to the architecture and design of new and current systems

What You Should Have:
Bachelor’s degree in Computer Science, Engineering or equivalent experience
4+ years of professional software development experience
2+ Hands-on experience in Microsoft C# / ASP.NET stack, preferably .Net Core and/or .NET 5+
Proficiency in one or more object-oriented programming languages and practices
Strong system and data analysis skills
Proven success leading projects from start to finish with the ability to effectively articulate technical challenges and solutions.

What Will Set You Apart?
Full-stack development experience (DB design, UI/UX design)
Hands-on experience building and consuming REST APIs
Knowledge of Azure, AWS, or similar cloud computing platforms (Azure preferred)
Hands-on experience with data analysis, data integration & ETL, data reporting tools & techniques
Prior experience in the Healthcare industry
EOE AA M/F/V Disability

APPLY HERE - https://recruiting2.ultipro.com/TEL1006/JobBoard/2fcbb6f4-e717-17cb-9327-3dd87a55b08d/OpportunityDetail?opportunityId=57295fa5-8bcf-46e2-9b1b-f73360dd5c12

Keywords: C#, .Net, .Net Core, ASP.Net, MVC, IIS, Azure, SSO, SQL, SQL Server, SSIS, ETL, Qlik, Tableau, Healthcare, Mental health
    ",DOE
Solution Architect Developer - Remote or Bay Area,https://sfbay.craigslist.org/eby/sof/d/solution-architect-developer-remote-or/7491842878.html,2022-06-03 10:40, (alameda),"
        
            
            
        
Solution Architect Developer

Employment Status: Full-Time

Job Location: Alameda CA. Working remotely is an option with some travel.
APPLY Here - https://recruiting2.ultipro.com/TEL1006/JobBoard/2fcbb6f4-e717-17cb-9327-3dd87a55b08d/OpportunityDetail?opportunityId=1217abc5-49eb-4206-a88d-962d51b0d8cd

Whom you'll work with:
Telecare is a rapidly growing mental health care company dedicated to making a difference for our clients, the community, and our employees. We offer an array of mental health services to adults with serious mental illnesses. We specialize in innovative, outcomes-driven services for high-risk individuals with complex needs. To learn more about Telecare, visit us at https://www.telecarecorp.com/at-a-glance

You will be an integral part of Telecare's Special Projects team. We are a fun, hardworking collaborative team that believes in modern development practices and team collaboration. We have a passion for building strategies, solutions, and creative products to help solve complex and interesting business problems and make a direct difference in how our doctors, clinicians, and staff provide care and support to thousands of patients daily.

What you'll do:
Design & build business solutions, applications & tools using web technologies, APIs, integrations, and automation.
Lead the architecture and design of new and current systems
Develop a deep understanding of customer goals and objectives, and articulate how our solutions address their needs
Leverage your skills across the full stack of web technology, frontend, API, backend.
Identify areas of technical debt and influence roadmap plans with smart solutions.

What You Should Have:
Bachelor’s degree in Computer Science, Engineering or equivalent experience
7+ years of relevant experience building enterprise solutions
4+ years of professional software development experience
2+ Hands-on experience in Microsoft C# / ASP.NET stack, preferably .Net Core and/or .NET 5+
Proficiency in one or more object-oriented programming languages and practices
Strong system and data analysis skills
Proven success leading projects from start to finish with the ability to effectively articulate technical challenges and solutions.
Demonstrated experience in service delivery, with strong leadership, organization, and communication skills

What Will Set You Apart:
Full-stack development experience (DB design, UI/UX design)
Strong knowledge of application & data integration patterns
Experience building and consuming REST APIs
Knowledge of Azure, AWS, or similar cloud computing platforms (Azure preferred)
Experience with data analysis, data integration & ETL, data reporting tools & techniques
Experience in the Healthcare industry
EOE AA M/F/V Disability

Keywords: Architecture, C#, .Net, .Net Core, ASP.Net, MVC, IIS, Azure, SSO, SQL, SQL Server, SSIS, ETL, Qlik, Tableau, SharePoint

APPLY Here - https://recruiting2.ultipro.com/TEL1006/JobBoard/2fcbb6f4-e717-17cb-9327-3dd87a55b08d/OpportunityDetail?opportunityId=1217abc5-49eb-4206-a88d-962d51b0d8cd
    ",DOE
Software Engineer - Ruby on Rails - Remote,https://sfbay.craigslist.org/sfc/sof/d/san-ramon-software-engineer-ruby-on/7491643968.html,2022-06-02 21:19, (Remote),"
        
            
            
        
ClearStack, Inc is a software product engineering consultancy based in the San Francisco Bay Area along with offices in Bangalore. We love to solve challenging problems for our clients - whether with solid code or knowledgeable advice. Our clients love us for our dedication to delivering practical solutions with an eye toward the future.

The ideal candidate will be eager to take on a challenging contract position with our team with potential to go full time. Current contract is for 6 month but most certainly will be extended.

Position Requirements

    3+ years of experience in delivering production-quality software developed with Ruby and Rails.
    3+ years of test automation experience using RSpec, Capybara and Selenium.

We are looking somebody who can start asap. Working experience in enterprise environment is a plus.
    ",60$/Hour
Technical Artist | $47.00 - $50.00 per hour,https://sfbay.craigslist.org/pen/sof/d/burlingame-technical-artist-per-hour/7491418811.html,2022-06-02 10:51, (burlingame),"
        
            
            
        

If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/bd91b6eb/apply



 HireArt is helping the world’s largest social network hire a Technical Artist to take responsibility for the technical aspects of the company’s art asset development.   In this role, you’ll work closely with Art and Engineering teams to develop and support the asset pipeline, animation and rigging tools, animation rigs, and real-time effects.   As a Technical Artist, you will: Partner closely and lead the engineering and design teams in defining and developing content.Manage, and maintain the pipeline from artists and designers through to deployment.Optimize content by enhancing performance and instructing the artists and designers on best practices related to asset creation, modeling, and texturing.Develop broad technical expertise to assist in a wide variety technical and artistic tasks.Troubleshoot content issues and improve QA processes.Quickly solve issues with cross-functional leads.Thrive in a dynamic, fast-paced environment.

If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/bd91b6eb/apply


Requirements
Bachelor's degree in a relevant field or equivalent work experienceExperience in working with Python/PyMEL and PySide/PyQtCreating tools and automation for Maya or native WindowsProven ability to work on game developmentAbility to communicate with cross-functional teams e.g. engineers and artistsExperience with game profiling and optimization techniquesExperience shipping products with stringent runtime performance constraints, such as complex mobile, 3D application, or gamesExpert ability to work independently and manage your timeCreativity, verbal/written communication skills, and problem solving abilities   Commitment:This is a full-time, 12-month contract position staffed via HireArt. It will be fully remote until offices reopen and is available to candidates local to the Burlingame, CA; Los Angeles, CA; San Diego, CA; New York, NY and Houston, TX areas.  HireArt values diversity and is an Equal Opportunity Employer. We are interested in every qualified candidate who is eligible to work in the United States. Unfortunately, we are not able to sponsor visas or employ corp-to-corp. 

If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/bd91b6eb/apply



    ",$47.00 - $50.00 per hour
Mapping Annotation Operator | Woven Planet,https://sfbay.craigslist.org/pen/sof/d/los-altos-mapping-annotation-operator/7491415950.html,2022-06-02 10:45, (los altos),"
        
            
            
        

If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/c2890548/apply



 HireArt is looking to hire a Mapping Annotation Operator to support Woven Planet’s Los Altos-based teams. In this role, you'll develop accurate, scalable, and semantic maps of the world for autonomous vehicles.We are looking for motivated individuals with a passion for autonomous vehicle technology to join the Mapping Annotation Operations Team. The ideal candidate has experience working with geospatial data (GIS), excellent verbal and written communication skills, and the ability to learn quickly and implement new concepts.   As a Mapping Annotation Operator, you will:     Use in-house tools for annotating and labeling maps, images, and other assets.Be self-motivated and demonstrate good judgment that requires minimal supervision throughout the work day in order to thrive in a fast paced, high stress environments.Use internal tools for managing progress of labeling for various assets.Report and document issues with tools and labeled assets to mapping team lead.Provide feedback for improvements to existing tooling that can increase annotation throughput and quality.Have the ability to travel outside the primary location of hire.Build high definition maps with proprietary software.Develop and improve operational pipeline.Communicate and collaborate effectively with different teams. Develop and train operators on new tools and workflows.

If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/c2890548/apply


Requirements
Bachelor’s degree or equivalent experience Experience working with geospatial data (GIS)Excellent verbal and written communication skillsAbility to learn quickly and implement new conceptsProficient computer skills, including basic troubleshooting with the ability to utilize proprietary toolsExperience in data annotation is a plusExperience using python, terminal scripts, and git is preferred, but not required Commitment: This is a full-time (40 hours per week), 12-month contract position staffed via HireArt and based in Los Altos, CA. This position will be fully remote until a return to office date is released.HireArt provides Equal Employment Opportunity without regard to the applicant's race, color, creed, gender, gender identity or expression, sexual orientation, national origin, age, physical or mental disability, medical condition, religion, marital status, genetic information, veteran status, or any other status protected under federal, state or local laws. 

If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/c2890548/apply



    ",Competitive
GIS Analyst | Woven Planet,https://sfbay.craigslist.org/pen/sof/d/los-altos-gis-analyst-woven-planet/7491415434.html,2022-06-02 10:44, (los altos),"
        
            
            
        

If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/b3da8961/apply?c=t



HireArt is helping a secure, connected mobility solutions company hire a GIS Analyst to support its Los Altos-based teams.  In this role, you'll develop accurate, scalable, and semantic maps of the world for autonomous vehicles.We are looking for motivated individuals with a passion for autonomous vehicle technology to join the Mapping Annotation Operations Team. The ideal candidate has experience working with geospatial data (GIS), excellent verbal and written communication skills, and the ability to learn quickly and implement new concepts.   As a GIS Analyst, you will:     Use in-house tools for annotating and labeling maps, images, and other assets.Be self-motivated and demonstrate good judgment that requires minimal supervision throughout the work day in order to thrive in a fast paced, high stress environments.Use internal tools for managing progress of labeling for various assets.Report and document issues with tools and labeled assets to mapping team lead.Provide feedback for improvements to existing tooling that can increase annotation throughput and quality.Have the ability to travel outside the primary location of hire.Build high definition maps with proprietary software.Develop and improve operational pipeline.Communicate and collaborate effectively with different teams. Develop and train operators on new tools and workflows.

If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/b3da8961/apply?c=t


Requirements
Bachelor’s degree or equivalent experience Experience working with geospatial data (GIS)Excellent verbal and written communication skillsAbility to learn quickly and implement new conceptsProficient computer skills, including basic troubleshooting with the ability to utilize proprietary toolsExperience in data annotation is a plusExperience using python, terminal scripts, and git is preferred, but not required Commitment: This is a full-time (40 hours per week), 12-month contract position staffed via HireArt and based in Los Altos, CA. This position will be fully remote until a return to office date is released.HireArt provides Equal Employment Opportunity without regard to the applicant's race, color, creed, gender, gender identity or expression, sexual orientation, national origin, age, physical or mental disability, medical condition, religion, marital status, genetic information, veteran status, or any other status protected under federal, state or local laws. 

If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/b3da8961/apply?c=t


    ",Competitive
C/C++ Software Engineer | $88.00 - $99.00 per hour,https://sfbay.craigslist.org/sby/sof/d/sunnyvale-c-software-engineer-per-hour/7491414901.html,2022-06-02 10:43, (sunnyvale),"
        
            
            
        

If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/a7095f9c/apply



 HireArt is helping the world’s largest social network hire a C/C++ Software Engineer to automate test regressions and test suites to verify platform stability by bringing up hardware platforms and debugging test failures As a C/C++ Software Engineer, you’ll:  Write C/C++ System Level tests targeting the CPU/DSP/CNN cores in CPP. Write C/C++ Performance and Power system-level use-cases. Work on FPGA and Emulation scripts and flows for system validation to increase productivity across the team. Work on post-silicon bringup and flows. Work closely with Algorithm engineers, DV engineers, Architects and Designers to come up with system level use-case  scenarios.Work closely with Design Verification to enhance and augment verification for IPs on FPGA and/or Emulation platforms.Work closely with Firmware, Reference Modeling, and Software engineers to assist with software development and debugging.   Benefits: Pre-tax commuter benefits Employer (HireArt) Subsidized healthcare benefits Flexible Spending Account for healthcare-related costsHireArt covers all costs for short and long term disability and life insurance401k package

If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/a7095f9c/apply


Requirements
Bachelor’s degree degree in Computer Science, Software Engineering or relevant field required Experience in C/C++ for writing system level test-cases for SoC, IPExperience in scripting languages such as Python, TCL etcFamiliarity in System Verilog for design and verification for debuggingExperience running tests on FPGA and/or Emulation platforms for SoC, IPExperience in post-silicon bringup and flows for SoC, IPExperience with lab system debugging with logic analyzers, scopes, meters, etcExperience in performance evaluation and modeling for SoC, IPExperience in power tests and evaluation on prototyping platformsFamiliarity with AMBA and OCP protocols   Preferred experience: PGAEmulation experienceHAPS or ZEBUPalladiumAXI interface Commitment: This is a full-time, 12-month contract position staffed via HireArt and based in Sunnyvale, CA. It will be  available to candidates local to the Bay Area.HireArt values diversity and is an Equal Opportunity Employer. We are interested in every qualified candidate who is eligible to work in the United States. Unfortunately, we are not able to sponsor visas or employ corp-to-corp. 

If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/a7095f9c/apply



    ",$88.00 - $99.00 per hour
UX Researcher (Social Experiences) | $75.00 - $86.00 per hour,https://sfbay.craigslist.org/pen/sof/d/burlingame-ux-researcher-social/7491414889.html,2022-06-02 10:43, (burlingame),"
        
            
            
        

If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/2440297c/apply



 HireArt is helping the world’s largest social network hire a UX Researcher (Social Experiences) to partner with other researchers and cross-functional stakeholders on projects to make VR more social for the company's users. Research is paramount to this organization’s success. Foundational research is needed to identify the right user needs and people problems to tackle with product/feature solutions. And iterative evaluative research with testable prototypes is needed to provide impactful insights to the design and development teams. In this role, you're guaranteed to be pushing the boundaries of VR and AR while working with the technology of tomorrow.  As a UX Researcher (Social Experiences), you’ll: Collaborate closely with researchers, designers, PMs, engineers to identify, define, and deliver meaningful social VR products and features for the Oculus platform.Collaboratively and independently develop and execute research projects.Lead various research studies throughout all the phases of the research cycle and contextualize insights for stakeholders.Work with stakeholders to influence product roadmaps and strategy based on research insights.Manage research vendors to help augment the work of the research team.   Benefits: Pre-tax commuter benefitsEmployer (HireArt) Subsidized healthcare benefitsFlexible Spending Account for healthcare-related costsHireArt covers all costs for short and long term disability and life insurance401k package

If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/2440297c/apply


Requirements
Bachelor's degree in a human behavior related field, such as human-computer interaction, psychology, sociology, communication, information science, media studies or computer science2+ years of UX Research experience working on a shipped product, conducting formative and evaluative researchStrong qualitative research skills, especially with conducting in-depth interviews, moderating prototype evaluation, performing thematic analysis of feedback, and generating clear narratives from itVerbal and written communication, problem solving, and interpersonal skillsStrong ability to work independently and manage your timeQuantitative data analysis and the ability to triangulate data from quantitative and qualitative sourcesExperience with storytelling to get traction with various audiencesExperience with autonomy and decision-making to balance demands and prioritizationExperience using VR/AR/MR devices and apps is desired but not mandatory   Commitment:This is a full-time 12-month contract position staffed via HireArt and based in Burlingame, CA. It will be fully remote until offices reopen and is available to candidates local to the Bay Area.    HireArt values diversity and is an Equal Opportunity Employer. We are interested in every qualified candidate who is eligible to work in the United States. Unfortunately, we are not able to sponsor visas or employ corp-to-corp. 

If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/2440297c/apply



    ",$75.00 - $86.00 per hour
Software Engineer - Remote Optional,https://sfbay.craigslist.org/sfc/sof/d/san-francisco-software-engineer-remote/7491299795.html,2022-06-02 07:01, (city of san francisco),"
        
            
            
        
Signup on Hired to find your dream job (remote work available) as a Software Engineer at one of 10,000+ companies looking for jobseekers just like you.Companies on Hired apply to you! You'll receive salary and compensation details up front - before the interview. By crafting a profile on Hired, we're confident that you'll find a job you'll love!Software Engineers continue to be one of the most exciting and sought after developer jobs available. Engineers code websites or applications on both the server and the user-facing side. It is a role that fuses both creative and practical concerns, as these engineers are responsible for everything the website user encounters, including scrolling functions and graphics, as well as crafting the logic, database interactions and server configuration on the application's Backend.In addition to programming the various features of server-side and user-side applications, software engineers are encouraged to upgrade and maintain both the Backend and Front-end as needed. As new technologies emerge and platforms are expanded, the role will likely transform to suit these changes.We need Software Engineering jobseekers on Hired who are results-oriented, multifaceted and can work independently or in a team environment, to get the job done. Common ResponsibilitiesThe development and maintenance of client-side and server-side applications.Working with a team of web developers, marketing teams and engineers to ensure the right look and vital features are included in your work.Crafting tests that will be implemented to keep software functional.Stay on top of growing technologies and engineering trends.Skills & Experiences Our Employers Need4+ Years of experience with Backend web development.4+ Years experience with Frontend web development.Proficiency with HTML and CSS.Code using languages such as JavaScript, Core MVC, and ASP.NET.An adroitness with SQL, Ruby, Ruby on Rails, Java for Front-End and Backend programming, Go Language, Swift, Docker, Azure, AngularJS and Angular 2.Building and accessing databases with NoSQL and Node.js.Understanding the ins-and-outs of HTTP protocols, developer tools, SSL certificates and web application architecture.Keeping track of changes made to code with Git version control system.These Would Also Be NiceGood communication skills.Thriving as a member of a team.Understanding the needed technology for web development.Keeping business needs in mind.Are you ready to find your next opportunity with Hired? Click here to apply. 
    ",To be determined.
UX Researcher (AR/VR Devices) | $56.00 - $62.00 per hour,https://sfbay.craigslist.org/pen/sof/d/burlingame-ux-researcher-ar-vr-devices/7491019402.html,2022-06-01 11:41, (burlingame),"
        
            
            
        

If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/5f137396/apply



 HireArt is helping the world’s largest social network hire a UX Researcher (AR/VR Devices) to partner directly with a single, tightly integrated pod to conceive, build, and launch new products.  As a UX Researcher (AR/VR Devices), you'll: Collaborate closely with researchers, designers, PMs, and engineers to identify, define, and deliver meaningful insights that inform business decisions.Collaboratively and independently develop/execute research roadmaps. Lead various research studies throughout all the phases of the product development cycle.Contribute to product strategy, execution and the go-to-market plan.Manage research vendors to help augment the work of the research team.   Benefits: Pre-tax commuter benefitsEmployer (HireArt) Subsidized healthcare benefitsFlexible Spending Account for healthcare-related costsHireArt covers all costs for short and long term disability and life insurance401k package

If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/5f137396/apply


Requirements
Bachelor's degree in a human-behavior-related field e.g. human-computer interaction, psychology, sociology, communication, information science, media studies, computer science, or economics (Master's degree is preferred)2+ years designing and executing user experience researchStrong ability to work independently and deliver high quality research plansAbility to partner with teams by working hands-on designing and executing researchUser experience researcher with hardware experience (preferred) Commitment: This is a full-time, 12-month onsite contract position staffed via HireArt and based in Burlingame, CA. It is available to candidates who are local to the Burlingame, CA area.HireArt values diversity and is an Equal Opportunity Employer. We are interested in every qualified candidate who is eligible to work in the United States. Unfortunately, we are not able to sponsor visas or employ corp-to-corp. 

If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/5f137396/apply



    ",$56.00 - $62.00 per hour
Software Engineer (Capture Systems) | $58.00 - $65.00 per hour,https://sfbay.craigslist.org/nby/sof/d/sausalito-software-engineer-capture/7490952898.html,2022-06-01 09:34, (sausalito),"
        
            
            
        

If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/a0c09d9f/apply



 HireArt is helping the world’s largest social network find a Software Engineer (Capture Systems) to partner with research scientists, hardware/software engineers, and various cross-functional teams to build and run the company's state-of-the-art capture systems.As a Software Engineer (Capture Systems), you will: Assist research teams with capture sessions, data annotations, processing and QA.Coordinate with hardware engineers, motion capture vendors and internal teams to set up, upgrade, and debug capture devices.Support and troubleshoot capture stages.Provide technical feedback for quality, stability and system output by monitoring system and infrastructure effectiveness.Produce and present informal status briefings to project management.Collaborate in a team environment across engineering and research disciplines.Assist with technical documentation for capture stages.     Benefits: Pre-tax commuter benefits Employer (HireArt) Subsidized healthcare benefits Flexible Spending Account for healthcare-related costsHireArt covers all costs for short and long term disability and life insurance401k package

If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/a0c09d9f/apply


Requirements
Bachelor’s degree in Engineering or 5+ years relevant experienceExperience working with multi-camera systems and capture stagesExperience working with capture software e.g. Motive, Vicon Shogun/Blade, or Reality CaptureExperience with 3D software packages e.g. Maya, Motionbuilder or BlenderExperience working with cross-functional teams including engineering, research, product design, and external clients Preferred Qualifications: Experience or knowledge of camera synchronization e.g. Timecode, Genlock, etc.Basic knowledge of circuit boards, processors, electronic equipment and computer hardware/softwareExperience working with cross-functional partners, clients and/or vendorsExperience with setting up or maintaining multi-camera capture systemsExperience with scripting/programming, including but not limited to C, C++, or Python Commitment: This is a full-time, 12-month contract position staffed via HireArt and based in Sausalito, CA. It will be available to candidates local to the Bay Area.HireArt values diversity and is an Equal Opportunity Employer. We are interested in every qualified candidate who is eligible to work in the United States. Unfortunately, we are not able to sponsor visas or employ corp-to-corp. 

If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/a0c09d9f/apply



    ",$58.00 - $65.00 per hour
AR Producer | $79.00 - $90.00 per hour,https://sfbay.craigslist.org/sfc/sof/d/san-francisco-ar-producer-per-hour/7490609078.html,2022-05-31 12:21, (financial district),"
        
            
            
        

If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/42e86bb5/apply?c=t



 HireArt is helping the world’s largest social network find an AR Producer to work closely with the product and engineering teams focused on Augmented Reality (AR) As an AR Producer, you will: Maintain day-to-day relationship between developers, external partners, and internal stakeholders to ensure highest-quality AR content is produced and delivered within expected timelines.Proactively identify and communicate project status, including risks and milestones, to cross functional teams.Establish and maintain production processes to streamline operations.Ingest learnings from developer partners and translate them into actionable feedback for the engineering teams.Possess a solid understanding and experience of the varied uses of AR, real-time development, production management, vendor management, budgets, R&D schedules.Maintain direct and active relationships with creators/developers to gather feedback on how to improve their experience.   Benefits: Pre-tax commuter benefitsEmployer (HireArt) Subsidized healthcare benefitsFlexible Spending Account for healthcare-related costsHireArt covers all costs for short and long term disability and life insurance401k package

If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/42e86bb5/apply?c=t


Requirements
Partner management working with large media corps in entertainment Production and project management experience in mediaExperience working with AR/VR5+ years of practical experience in a production management role that includes XR experience, real-time animation production, or shipped title(s) in gamesClear creative vision and the ability to communicate your vision to all audiencesSolid understanding of production terminology and the production environmentFlexible nature with the ability to anticipate needs, problem solve, and prioritize multiple tasks and activities in a dynamic, deadline-driven work environmentExperience with real-time art and animation production tools and pipelinesAdept at time-management and the ability to multi-task numerous projects and deadlines at onceProficiency with database and office-productivity software e.g. Excel, Word, Photoshop and project-planning applicationsKeen attention to detail with strong organizational skillsExcellent communication skills to work with multi-functional teamsExceptional organizational and leadership skillsBachelor's degree in media production preferred   Commitment:This is a full-time, 12-month contract position staffed via HireArt. It will be fully remote until offices reopen and available to candidates who are local to the New York, NY, San Francisco, CA and Los Angeles, CA areas.   HireArt values diversity and is an Equal Opportunity Employer. We are interested in every qualified candidate who is eligible to work in the United States. Unfortunately, we are not able to sponsor visas or hire corp-to-corp. 

If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/42e86bb5/apply?c=t


    ",$79.00 - $90.00 per hour
"Senior Full-stack Engineer | $140,000 - $180,000 per year",https://sfbay.craigslist.org/sfc/sof/d/san-francisco-senior-full-stack/7490608671.html,2022-05-31 12:20, (potrero hill),"
        
            
            
        

If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/3506e90b/apply


HireArt is looking for a Senior Full-stack Engineer to help architect and implement features in our Rails back-end and React front-end. 

In this role, you'll also contribute to our R&D effort, working with domain experts to incorporate their knowledge and experience into the web app.

We're open to both fully remote employees based in North America as well as in-person work at our office in New York, NY (once reopened).

Our tech stack includes Rails, React, GraphQL, some Redux, Postgres, Git, and Heroku. Each engineer has ownership over specific product verticals, and we enlist each other's help to get things shipped. We like to have thoughtful group discussions on a range of topics, from software architecture to company strategy. We make sure every voice is heard and every opinion is considered.



If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/3506e90b/apply


Requirements


5+ years of professional programming experience
3+ years of professional experience with Ruby on Rails (or a similar MVC framework)
Are comfortable in at least one modern Javascript front-end framework (ideally React)
Are interested in the hiring process and are excited about improving it
Are a strong communicator, both synchronously and asynchronously
Are excited about being a part of (and fostering) an engineering culture that embraces collaborative exploration in the pursuit of robust, scalable solutions




Commitment:This is a full-time (40 hours per week) position. We are open to both fully remote employees as well as in-person work at our office in New York, NY (once reopened). The ability to accommodate typical Eastern Standard Time (EST) working hours is preferred.

HireArt values ​​​​diversity and is an Equal Opportunity Employer. We are interested in every qualified candidate in North America. Applicants residing in the United States must be authorized to work in the United States. Unfortunately, we are not able to sponsor visas.

If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/3506e90b/apply

    ","$140,000 - $180,000 per year"
